订单创建日期,销售订单号,行项目号,幅宽,订单件数,移库日期
2024/2/25,0021048698,70,2250,4.000,2024/2/26
2024/2/25,0021048698,80,2300,5.000,2024/2/27
2024/2/25,0021048698,90,2500,3.000,2024/2/26
2024/2/25,0021048698,100,1500,5.000,2024/2/27
2024/2/25,0021048698,110,1800,4.000,2024/2/27
2024/2/25,0021048698,130,1900,4.000,2024/2/27
2024/2/25,0021048698,140,2000,5.000,2024/2/26
2024/2/25,0021048698,150,2050,6.000,2024/2/26
2024/2/25,0021048698,160,2400,8.000,2024/2/27
2024/2/25,0021048698,170,2450,3.000,2024/2/26
2024/2/25,0021048704,10,950,6.000,2024/2/25
2024/2/25,0021048704,20,2200,1.000,2024/2/25
2024/2/25,0021048704,30,2050,1.000,2024/2/25
2024/2/25,0021048704,40,1650,1.000,2024/2/25
2024/2/25,0021048704,50,1750,2.000,2024/2/25
2024/2/25,0021048704,60,1800,2.000,2024/2/25
2024/2/25,0021048704,70,2150,5.000,2024/2/25
2024/2/25,0021048704,80,1500,2.000,2024/2/25
2024/2/25,0021048704,90,1650,2.000,2024/2/25
2024/2/25,0021048704,100,1750,1.000,2024/2/25
2024/2/25,0021048704,110,1800,1.000,2024/2/25
2024/2/25,0021048704,120,1850,2.000,2024/2/25
2024/2/25,0021048704,130,1900,2.000,2024/2/25
2024/2/25,0021048704,140,1950,1.000,2024/2/25
2024/2/25,0021048704,150,2100,1.000,2024/2/25
2024/2/25,0021048704,160,2150,1.000,2024/2/25
2024/2/25,0021048707,10,2500,1.000,2024/2/25
2024/2/25,0021048707,20,2350,2.000,2024/2/25
2024/2/25,0021048707,30,2250,1.000,2024/2/25
2024/2/25,0021048707,40,1700,2.000,2024/2/25
2024/2/25,0021048707,50,2150,1.000,2024/2/25
2024/2/25,0021048707,60,2450,3.000,2024/2/25
2024/2/25,0021048707,70,2400,1.000,2024/2/25
2024/2/25,0021048707,80,1800,1.000,2024/2/25
2024/2/25,0021048707,90,2100,2.000,2024/2/25
2024/2/25,0021048707,100,2000,3.000,2024/2/25
2024/2/25,0021048707,110,1900,3.000,2024/2/25
2024/2/25,0021048708,10,1020,18.000,2024/2/27
2024/2/25,0021048708,20,1200,5.000,2024/2/27
2024/2/25,0021048708,30,1400,4.000,2024/2/27
2024/2/25,0021048708,40,1450,4.000,2024/2/27
2024/2/25,0021048708,50,1850,118.000,2024/2/27
2024/2/25,0021048708,60,1950,19.000,2024/2/27
2024/2/25,0021048708,70,2000,13.000,2024/2/27
2024/2/25,0021048708,80,2050,82.000,2024/2/27
2024/2/25,0021048708,90,2150,9.000,2024/2/27
2024/2/25,0021048708,100,1300,5.000,2024/2/27
2024/2/25,0021048708,110,1600,4.000,2024/2/27
2024/2/25,0021048708,130,1900,7.000,2024/2/26
2024/2/25,0021048708,140,2100,18.000,2024/2/26
2024/2/25,0021048708,150,2200,11.000,2024/2/27
2024/2/25,0021048709,10,1550,13.000,2024/2/27
2024/2/25,0021048709,30,2100,2.000,2024/2/26
2024/2/25,0021048709,60,1950,1.000,2024/2/25
2024/2/25,0021048712,10,1150,1.000,2024/2/25
2024/2/25,0021048712,20,1300,1.000,2024/2/25
2024/2/25,0021048712,30,1400,1.000,2024/2/25
2024/2/25,0021048712,40,1750,1.000,2024/2/25
2024/2/25,0021048712,50,1800,1.000,2024/2/25
2024/2/25,0021048712,60,1900,1.000,2024/2/25
2024/2/25,0021048712,70,1350,1.000,2024/2/25
2024/2/25,0021048712,80,1550,1.000,2024/2/25
2024/2/25,0021048712,90,2000,1.000,2024/2/25
2024/2/25,0021048713,10,1200,1.000,2024/2/25
2024/2/25,0021048713,20,1050,1.000,2024/2/25
2024/2/25,0021048715,10,1300,1.000,2024/2/25
2024/2/25,0021048715,20,1450,2.000,2024/2/25
2024/2/25,0021048715,30,1800,1.000,2024/2/25
2024/2/25,0021048715,40,2150,4.000,2024/2/25
2024/2/25,0021048715,50,2200,3.000,2024/2/25
2024/2/25,0021048715,60,2400,1.000,2024/2/25
2024/2/25,0021048715,70,2450,1.000,2024/2/25
2024/2/25,0021048715,80,1750,2.000,2024/2/25
2024/2/25,0021048715,90,1900,1.000,2024/2/25
2024/2/25,0021048715,100,2250,3.000,2024/2/25
2024/2/25,0021048715,110,2500,1.000,2024/2/25
2024/2/25,0021048716,10,2200,3.000,2024/2/26
2024/2/25,0021048716,20,1250,5.000,2024/2/26
2024/2/25,0021048716,30,1850,20.000,2024/2/26
2024/2/25,0021048716,40,1910,40.000,2024/2/26
2024/2/25,0021048716,50,1750,9.000,2024/2/26
2024/2/25,0021048716,60,2150,3.000,2024/2/26
2024/2/25,0021048717,10,1780,8.000,2024/2/25
2024/2/25,0021048718,10,1450,4.000,2024/2/25
2024/2/25,0021048719,10,1500,8.000,2024/2/25
2024/2/25,0021048719,20,1750,3.000,2024/2/25
2024/2/25,0021048719,30,1450,15.000,2024/2/25
2024/2/25,0021048720,10,1400,1.000,2024/2/25
2024/2/25,0021048721,10,1500,2.000,2024/2/25
2024/2/25,0021048724,10,2700,5.000,2024/2/25
2024/2/25,0021048724,40,2600,5.000,2024/2/25
2024/2/25,0021048724,50,2500,5.000,2024/2/25
2024/2/25,0021048724,60,2000,10.000,2024/2/25
2024/2/25,0021048730,10,1230,3.000,2024/2/25
2024/2/25,0021048730,20,1330,3.000,2024/2/25
2024/2/25,0021048730,30,1410,2.000,2024/2/25
2024/2/25,0021048730,50,1830,4.000,2024/2/25
2024/2/25,0021048730,60,1650,1.000,2024/2/25
2024/2/25,0021048730,70,1760,2.000,2024/2/25
2024/2/25,0021048730,80,2250,1.000,2024/2/25
2024/2/25,0021048730,90,1600,3.000,2024/2/25
2024/2/25,0021048730,100,1950,1.000,2024/2/25
2024/2/25,0021048731,20,2250,5.000,2024/2/25
2024/2/25,0021048731,50,2200,5.000,2024/2/25
2024/2/25,0021048732,10,2100,1.000,2024/2/25
2024/2/25,0021048732,20,2450,1.000,2024/2/25
2024/2/25,0021048732,30,2400,1.000,2024/2/25
2024/2/25,0021048733,10,2800,10.000,2024/2/25
2024/2/25,0021048733,20,2600,15.000,2024/2/25
2024/2/25,0021048733,60,2700,10.000,2024/2/25
2024/2/25,0021048733,70,2500,15.000,2024/2/25
2024/2/25,0021048736,10,1800,2.000,2024/2/25
2024/2/25,0021048736,20,2000,2.000,2024/2/25
2024/2/25,0021048736,30,2100,5.000,2024/2/25
2024/2/25,0021048736,40,2200,8.000,2024/2/25
2024/2/25,0021048736,50,2300,5.000,2024/2/25
2024/2/25,0021048736,60,1600,3.000,2024/2/25
2024/2/25,0021048736,70,1700,5.000,2024/2/25
2024/2/25,0021048736,80,1900,2.000,2024/2/25
2024/2/25,0021048736,90,2400,2.000,2024/2/25
2024/2/25,0021048738,10,1800,1.000,2024/2/25
2024/2/25,0021048738,20,2000,3.000,2024/2/25
2024/2/25,0021048738,30,2300,3.000,2024/2/25
2024/2/25,0021048738,40,2500,4.000,2024/2/25
2024/2/25,0021048738,50,1900,3.000,2024/2/25
2024/2/25,0021048742,40,2350,1.000,2024/2/26
2024/2/25,0021048742,50,2150,1.000,2024/2/26
2024/2/25,0021048742,60,1900,1.000,2024/2/26
2024/2/25,0021048742,70,2450,1.000,2024/2/26
2024/2/25,0021048742,80,2000,3.000,2024/2/26
2024/2/25,0021048742,90,1750,2.000,2024/2/26
2024/2/25,0021048742,100,1250,1.000,2024/2/26
2024/2/25,0021048742,110,2150,1.000,2024/2/26
2024/2/25,0021048742,120,2500,1.000,2024/2/26
2024/2/25,0021048742,130,2450,1.000,2024/2/26
2024/2/25,0021048742,140,2200,1.000,2024/2/26
2024/2/25,0021048748,10,1300,3.000,2024/2/27
2024/2/25,0021048748,20,1500,5.000,2024/2/27
2024/2/25,0021048748,30,1700,19.000,2024/2/27
2024/2/25,0021048748,40,1850,3.000,2024/2/27
2024/2/25,0021048748,50,2450,3.000,2024/2/27
2024/2/25,0021048748,60,1700,3.000,2024/2/26
2024/2/25,0021048748,70,1900,3.000,2024/2/26
2024/2/25,0021048748,80,2000,3.000,2024/2/26
2024/2/25,0021048748,90,2100,3.000,2024/2/26
2024/2/25,0021048748,100,2200,3.000,2024/2/26
2024/2/25,0021048748,110,2450,3.000,2024/2/26
2024/2/25,0021048748,120,1750,5.000,2024/2/27
2024/2/25,0021048748,130,1800,6.000,2024/2/27
2024/2/25,0021048748,140,2050,8.000,2024/2/27
2024/2/25,0021048748,150,2200,5.000,2024/2/27
2024/2/25,0021048748,160,1800,3.000,2024/2/26
2024/2/25,0021048748,170,1850,3.000,2024/2/26
2024/2/25,0021048748,180,1950,3.000,2024/2/26
2024/2/25,0021048748,190,2400,3.000,2024/2/26
2024/2/25,0021048749,10,1050,1.000,2024/2/25
2024/2/25,0021048749,20,1400,1.000,2024/2/25
2024/2/25,0021048749,30,1800,1.000,2024/2/25
2024/2/25,0021048749,40,1900,1.000,2024/2/25
2024/2/25,0021048749,50,2350,1.000,2024/2/25
2024/2/25,0021048749,60,2400,2.000,2024/2/25
2024/2/25,0021048749,70,1250,4.000,2024/2/25
2024/2/25,0021048749,80,1350,1.000,2024/2/25
2024/2/25,0021048749,90,1500,1.000,2024/2/25
2024/2/25,0021048749,100,1650,2.000,2024/2/25
2024/2/25,0021048749,110,1850,1.000,2024/2/25
2024/2/25,0021048749,120,2200,3.000,2024/2/25
2024/2/25,0021048749,130,2300,1.000,2024/2/25
2024/2/25,0021048749,140,2450,2.000,2024/2/25
2024/2/25,0021048750,20,2100,3.000,2024/2/26
2024/2/25,0021048750,30,2250,2.000,2024/2/26
2024/2/25,0021048750,50,1350,3.000,2024/2/25
2024/2/25,0021048750,60,1450,2.000,2024/2/25
2024/2/25,0021048750,70,1600,1.000,2024/2/25
2024/2/25,0021048750,80,1650,1.000,2024/2/25
2024/2/25,0021048750,90,1800,1.000,2024/2/25
2024/2/25,0021048750,100,1950,2.000,2024/2/25
2024/2/25,0021048750,110,2100,2.000,2024/2/25
2024/2/25,0021048750,120,2250,2.000,2024/2/25
2024/2/25,0021048750,130,1550,2.000,2024/2/25
2024/2/25,0021048757,10,1000,4.000,2024/2/25
2024/2/25,0021048757,20,1350,2.000,2024/2/25
2024/2/25,0021048757,30,1400,3.000,2024/2/25
2024/2/25,0021048757,40,1450,5.000,2024/2/25
2024/2/25,0021048757,50,1500,5.000,2024/2/25
2024/2/25,0021048757,60,1600,3.000,2024/2/25
2024/2/25,0021048757,70,1050,2.000,2024/2/25
2024/2/25,0021048757,80,1250,2.000,2024/2/25
2024/2/25,0021048757,90,1300,2.000,2024/2/25
2024/2/25,0021048760,10,2100,2.000,2024/2/25
2024/2/25,0021048760,20,2200,2.000,2024/2/25
2024/2/25,0021048768,10,2300,3.000,2024/2/27
2024/2/25,0021048768,20,2550,2.000,2024/2/27
2024/2/25,0021048768,40,2700,2.000,2024/2/27
2024/2/25,0021048768,50,1900,3.000,2024/2/27
2024/2/25,0021048768,70,2450,3.000,2024/2/27
2024/2/25,0021048768,80,2000,1.000,2024/2/27
2024/2/25,0021048768,90,2250,1.000,2024/2/27
2024/2/25,0021048769,10,1300,1.000,2024/2/25
2024/2/25,0021048769,20,1350,1.000,2024/2/25
2024/2/25,0021048769,30,1650,1.000,2024/2/25
2024/2/25,0021048769,40,1900,1.000,2024/2/25
2024/2/25,0021048769,50,2200,1.000,2024/2/25
2024/2/25,0021048769,60,2500,1.000,2024/2/25
2024/2/25,0021048769,70,1850,2.000,2024/2/25
2024/2/25,0021048769,80,2000,4.000,2024/2/25
2024/2/25,0021048769,90,2200,10.000,2024/2/25
2024/2/25,0021048770,10,2000,2.000,2024/2/25
2024/2/25,0021048777,10,1950,5.000,2024/2/27
2024/2/25,0021048777,20,2150,1.000,2024/2/27
2024/2/25,0021048777,40,2000,1.000,2024/2/27
2024/2/25,0021048777,50,2200,3.000,2024/2/27
2024/2/25,0021048777,60,2500,1.000,2024/2/27
2024/2/25,0021048777,70,2250,1.000,2024/2/27
2024/2/25,0021048777,80,2050,1.000,2024/2/27
2024/2/25,0021048777,90,2100,2.000,2024/2/27
2024/2/25,0021048777,100,1700,2.000,2024/2/27
2024/2/25,0021048777,110,2350,2.000,2024/2/27
2024/2/25,0021048777,120,2400,2.000,2024/2/27
2024/2/25,0021048779,10,1700,5.000,2024/2/25
2024/2/25,0021048780,10,1400,3.000,2024/2/25
2024/2/25,0021048780,20,1650,1.000,2024/2/25
2024/2/25,0021048780,30,1100,1.000,2024/2/25
2024/2/25,0021048780,40,1250,1.000,2024/2/25
2024/2/25,0021048780,50,1450,1.000,2024/2/25
2024/2/25,0021048780,60,1350,3.000,2024/2/25
2024/2/25,0021048780,70,950,1.000,2024/2/25
2024/2/25,0021048780,80,1050,1.000,2024/2/25
2024/2/25,0021048780,90,1300,1.000,2024/2/25
2024/2/25,0021048782,10,1000,1.000,2024/2/25
2024/2/25,0021048782,30,1450,1.000,2024/2/25
2024/2/25,0021048782,60,950,1.000,2024/2/25
2024/2/25,0021048782,70,1100,1.000,2024/2/25
2024/2/25,0021048782,90,1550,1.000,2024/2/25
2024/2/25,0021048782,140,1650,1.000,2024/2/26
2024/2/25,0021048784,10,2300,13.000,2024/2/25
2024/2/25,0021048784,20,2400,4.000,2024/2/25
2024/2/25,0021048785,10,1700,1.000,2024/2/25
2024/2/25,0021048797,20,2500,1.000,2024/2/25
2024/2/25,0021048797,30,2000,3.000,2024/2/25
2024/2/25,0021048797,40,2100,1.000,2024/2/25
2024/2/25,0021048797,50,2000,1.000,2024/2/25
2024/2/25,0021048797,60,2150,1.000,2024/2/25
2024/2/25,0021048800,10,1850,1.000,2024/2/25
2024/2/25,0021048800,20,2200,1.000,2024/2/25
2024/2/25,0021048800,30,1900,1.000,2024/2/25
2024/2/25,0021048800,40,1950,1.000,2024/2/25
2024/2/25,0021048800,50,1950,5.000,2024/2/25
2024/2/25,0021048800,60,2150,6.000,2024/2/25
2024/2/25,0021048800,70,1800,2.000,2024/2/25
2024/2/25,0021048800,80,1900,2.000,2024/2/25
2024/2/25,0021048802,20,2500,2.000,2024/2/25
2024/2/25,0021048804,10,2050,1.000,2024/2/25
2024/2/25,0021048804,20,1380,1.000,2024/2/25
2024/2/25,0021048804,30,1661,1.000,2024/2/25
2024/2/25,0021048804,50,1850,1.000,2024/2/25
2024/2/25,0021048804,60,2250,1.000,2024/2/25
2024/2/25,0021048804,70,1620,1.000,2024/2/25
2024/2/25,0021048804,80,2100,1.000,2024/2/25
2024/2/25,0021048805,10,1800,16.000,2024/2/26
2024/2/25,0021048805,20,2100,30.000,2024/2/26
2024/2/25,0021048805,30,2500,18.000,2024/2/26
2024/2/25,0021048810,10,1600,10.000,2024/2/25
2024/2/25,0021048810,20,2050,1.000,2024/2/25
2024/2/25,0021048810,30,1900,1.000,2024/2/25
2024/2/25,0021048810,40,1800,1.000,2024/2/25
2024/2/25,0021048810,50,2350,1.000,2024/2/25
2024/2/25,0021048810,60,2300,2.000,2024/2/25
2024/2/25,0021048810,70,2050,1.000,2024/2/25
2024/2/25,0021048810,80,1700,3.000,2024/2/25
2024/2/25,0021048810,90,1550,1.000,2024/2/25
2024/2/25,0021048811,10,1400,6.000,2024/2/25
2024/2/25,0021048814,10,2450,1.000,2024/2/27
2024/2/25,0021048814,20,2000,4.000,2024/2/27
2024/2/25,0021048814,30,1900,1.000,2024/2/27
2024/2/25,0021048814,40,2150,1.000,2024/2/27
2024/2/25,0021048814,50,2100,7.000,2024/2/27
2024/2/25,0021048814,60,1850,1.000,2024/2/27
2024/2/25,0021048814,70,1800,5.000,2024/2/27
2024/2/25,0021048815,10,1600,1.000,2024/2/25
2024/2/25,0021048816,10,1600,2.000,2024/2/25
2024/2/25,0021048817,30,2000,2.000,2024/2/25
2024/2/25,0021048817,50,2500,8.000,2024/2/25
2024/2/25,0021048817,60,2050,1.000,2024/2/25
2024/2/25,0021048819,10,2050,1.000,2024/2/25
2024/2/25,0021048819,20,1900,1.000,2024/2/25
2024/2/25,0021048819,30,1400,1.000,2024/2/25
2024/2/25,0021048819,40,1700,1.000,2024/2/25
2024/2/25,0021048819,50,1600,1.000,2024/2/25
2024/2/25,0021048819,60,1500,1.000,2024/2/25
2024/2/25,0021048819,70,1300,1.000,2024/2/25
2024/2/25,0021048820,10,1800,6.000,2024/2/25
2024/2/25,0021048820,20,1900,1.000,2024/2/25
2024/2/25,0021048820,30,2000,11.000,2024/2/25
2024/2/25,0021048820,40,2100,5.000,2024/2/25
2024/2/25,0021048820,60,2400,5.000,2024/2/25
2024/2/25,0021048821,10,1450,3.000,2024/2/27
2024/2/25,0021048821,30,1600,1.000,2024/2/27
2024/2/25,0021048821,40,1750,1.000,2024/2/27
2024/2/25,0021048821,50,1800,1.000,2024/2/27
2024/2/25,0021048821,60,1950,2.000,2024/2/27
2024/2/25,0021048821,70,2050,3.000,2024/2/27
2024/2/25,0021048821,80,2100,1.000,2024/2/27
2024/2/25,0021048821,90,2150,1.000,2024/2/27
2024/2/25,0021048821,100,2250,2.000,2024/2/27
2024/2/25,0021048821,110,2300,1.000,2024/2/27
2024/2/25,0021048821,120,2400,2.000,2024/2/27
2024/2/25,0021048821,130,1300,2.000,2024/2/27
2024/2/25,0021048821,160,1650,2.000,2024/2/27
2024/2/25,0021048821,190,1900,4.000,2024/2/27
2024/2/25,0021048821,200,2000,2.000,2024/2/27
2024/2/25,0021048821,210,2200,1.000,2024/2/27
2024/2/25,0021048821,220,2350,2.000,2024/2/27
2024/2/25,0021048821,230,2450,1.000,2024/2/27
2024/2/25,0021048821,240,2500,1.000,2024/2/27
2024/2/25,0021048822,10,2050,1.000,2024/2/25
2024/2/25,0021048822,20,2500,2.000,2024/2/25
2024/2/25,0021048822,30,2000,1.000,2024/2/25
2024/2/25,0021048822,40,2450,2.000,2024/2/25
2024/2/25,0021048822,50,2400,4.000,2024/2/25
2024/2/25,0021048822,60,2300,1.000,2024/2/25
2024/2/25,0021048822,70,1600,2.000,2024/2/25
2024/2/25,0021048824,10,960,1.000,2024/2/25
2024/2/25,0021048824,20,970,3.000,2024/2/25
2024/2/25,0021048824,30,900,5.000,2024/2/25
2024/2/25,0021048824,40,880,3.000,2024/2/25
2024/2/25,0021048828,10,1400,30.000,2024/2/26
2024/2/25,0021048828,20,1300,10.000,2024/2/26
2024/2/25,0021048828,30,1250,10.000,2024/2/26
2024/2/25,0021048829,10,1400,2.000,2024/2/25
2024/2/25,0021048829,20,1750,2.000,2024/2/25
2024/2/25,0021048829,30,2100,3.000,2024/2/25
2024/2/25,0021048829,40,1700,2.000,2024/2/25
2024/2/25,0021048829,50,2050,1.000,2024/2/25
2024/2/25,0021048829,60,1400,12.000,2024/2/25
2024/2/25,0021048830,10,1600,1.000,2024/2/26
2024/2/25,0021048830,20,1000,4.000,2024/2/26
2024/2/25,0021048830,30,1050,18.000,2024/2/26
2024/2/25,0021048831,10,1650,16.000,2024/2/26
2024/2/25,0021048831,20,1750,4.000,2024/2/26
2024/2/25,0021048831,30,1800,4.000,2024/2/26
2024/2/25,0021048833,10,2300,10.000,2024/2/25
2024/2/25,0021048840,10,1450,3.000,2024/2/27
2024/2/25,0021048840,20,1750,1.000,2024/2/27
2024/2/25,0021048840,50,1950,2.000,2024/2/27
2024/2/25,0021048840,60,2200,1.000,2024/2/27
2024/2/25,0021048840,70,2300,1.000,2024/2/25
2024/2/25,0021048840,80,1300,2.000,2024/2/27
2024/2/25,0021048840,90,1350,1.000,2024/2/25
2024/2/25,0021048840,100,1500,1.000,2024/2/25
2024/2/25,0021048840,110,1550,2.000,2024/2/27
2024/2/25,0021048840,120,1600,1.000,2024/2/25
2024/2/25,0021048840,140,1700,2.000,2024/2/27
2024/2/25,0021048840,150,1800,1.000,2024/2/25
2024/2/25,0021048840,160,2000,2.000,2024/2/27
2024/2/25,0021048840,170,2050,3.000,2024/2/27
2024/2/25,0021048840,200,2250,2.000,2024/2/25
2024/2/25,0021048840,210,2350,2.000,2024/2/25
2024/2/25,0021048840,220,2400,2.000,2024/2/25
2024/2/25,0021048840,230,2450,1.000,2024/2/27
2024/2/25,0021048840,240,2500,1.000,2024/2/25
2024/2/25,0021048843,10,1650,1.000,2024/2/25
2024/2/25,0021048854,10,1800,10.000,2024/2/25
2024/2/25,0021048854,20,2100,10.000,2024/2/25
2024/2/25,0021048854,30,1850,20.000,2024/2/25
2024/2/25,0021048854,40,1700,20.000,2024/2/25
2024/2/25,0021048855,10,1600,20.000,2024/2/25
2024/2/25,0021048855,20,1200,6.000,2024/2/25
2024/2/25,0021048856,10,1300,1.000,2024/2/25
2024/2/25,0021048856,20,2100,1.000,2024/2/25
2024/2/25,0021048856,30,2000,1.000,2024/2/25
2024/2/25,0021048860,10,2250,2.000,2024/2/25
2024/2/25,0021048860,20,1700,1.000,2024/2/25
2024/2/25,0021048860,30,1900,2.000,2024/2/25
2024/2/25,0021048860,40,2100,1.000,2024/2/25
2024/2/25,0021048862,10,2200,2.000,2024/2/25
2024/2/25,0021048862,20,1950,1.000,2024/2/25
2024/2/25,0021048862,30,1550,4.000,2024/2/25
2024/2/25,0021048862,40,1400,1.000,2024/2/25
2024/2/25,0021048862,50,2150,4.000,2024/2/25
2024/2/25,0021048862,60,2050,2.000,2024/2/25
2024/2/25,0021048862,70,1600,4.000,2024/2/25
2024/2/25,0021048862,80,1550,2.000,2024/2/25
2024/2/25,0021048866,10,1900,4.000,2024/2/25
2024/2/25,0021048869,10,2150,10.000,2024/2/25
2024/2/25,0021048869,20,2050,11.000,2024/2/25
2024/2/25,0021048869,30,2450,2.000,2024/2/25
2024/2/25,0021048869,40,2500,12.000,2024/2/25
2024/2/25,0021048869,50,2650,5.000,2024/2/25
2024/2/25,0021048871,10,1600,3.000,2024/2/25
2024/2/25,0021048871,20,1550,2.000,2024/2/25
2024/2/25,0021048878,10,2200,1.000,2024/2/25
2024/2/25,0021048879,10,2400,1.000,2024/2/27
2024/2/25,0021048884,10,1650,5.000,2024/2/27
2024/2/25,0021048884,20,2000,15.000,2024/2/27
2024/2/25,0021048884,30,2350,4.000,2024/2/26
2024/2/25,0021048884,50,2000,11.000,2024/2/27
2024/2/25,0021048884,70,1450,1.000,2024/2/26
2024/2/25,0021048889,10,840,70.000,2024/2/26
2024/2/25,0021048889,20,850,49.000,2024/2/26
2024/2/26,0021048909,10,1600,1.000,2024/2/26
2024/2/26,0021048909,30,1750,3.000,2024/2/26
2024/2/26,0021048909,50,2350,1.000,2024/2/26
2024/2/26,0021048911,10,2400,4.000,2024/2/26
2024/2/26,0021048911,20,2400,5.000,2024/2/26
2024/2/26,0021048911,30,2500,1.000,2024/2/26
2024/2/26,0021048911,40,2500,1.000,2024/2/26
2024/2/26,0021048911,50,2400,5.000,2024/2/26
2024/2/26,0021048913,10,980,25.000,2024/2/26
2024/2/26,0021048913,20,1010,10.000,2024/2/26
2024/2/26,0021048913,30,1040,4.000,2024/2/26
2024/2/26,0021048913,40,1400,5.000,2024/2/26
2024/2/26,0021048913,50,1700,5.000,2024/2/26
2024/2/26,0021048913,60,900,4.000,2024/2/26
2024/2/26,0021048913,70,950,3.000,2024/2/26
2024/2/26,0021048913,80,1200,1.000,2024/2/26
2024/2/26,0021048913,90,1500,8.000,2024/2/26
2024/2/26,0021048913,100,1600,5.000,2024/2/26
2024/2/26,0021048913,110,1200,50.000,2024/2/26
2024/2/26,0021048913,120,910,3.000,2024/2/26
2024/2/26,0021048913,130,1130,15.000,2024/2/26
2024/2/26,0021048917,10,2300,30.000,2024/2/27
2024/2/26,0021048918,10,1500,6.000,2024/2/27
2024/2/26,0021048918,20,1550,6.000,2024/2/27
2024/2/26,0021048918,30,1750,5.000,2024/2/27
2024/2/26,0021048918,40,1850,11.000,2024/2/27
2024/2/26,0021048918,50,1950,8.000,2024/2/27
2024/2/26,0021048918,60,2050,2.000,2024/2/27
2024/2/26,0021048918,90,1600,6.000,2024/2/27
2024/2/26,0021048918,100,1700,2.000,2024/2/27
2024/2/26,0021048918,110,1800,13.000,2024/2/27
2024/2/26,0021048918,120,1900,15.000,2024/2/27
2024/2/26,0021048918,140,2100,15.000,2024/2/27
2024/2/26,0021048918,150,1300,3.000,2024/2/27
2024/2/26,0021048920,10,1500,1.000,2024/2/26
2024/2/26,0021048920,20,1700,2.000,2024/2/26
2024/2/26,0021048920,30,2000,1.000,2024/2/26
2024/2/26,0021048920,40,2200,2.000,2024/2/26
2024/2/26,0021048920,50,2300,1.000,2024/2/26
2024/2/26,0021048920,60,2200,1.000,2024/2/26
2024/2/26,0021048920,70,2000,1.000,2024/2/26
2024/2/26,0021048921,10,1200,9.000,2024/2/26
2024/2/26,0021048928,10,840,1.000,2024/2/26
2024/2/26,0021048929,10,870,4.000,2024/2/26
2024/2/26,0021048929,20,1050,25.000,2024/2/26
2024/2/26,0021048936,10,1650,2.000,2024/2/26
2024/2/26,0021048936,20,1700,4.000,2024/2/26
2024/2/26,0021048936,30,1850,12.000,2024/2/26
2024/2/26,0021048936,40,1350,2.000,2024/2/26
2024/2/26,0021048936,50,1450,3.000,2024/2/26
2024/2/26,0021048936,60,2350,4.000,2024/2/26
2024/2/26,0021048936,70,2300,4.000,2024/2/26
2024/2/26,0021048936,80,1450,3.000,2024/2/26
2024/2/26,0021048951,10,950,2.000,2024/2/27
2024/2/26,0021048951,20,1100,8.000,2024/2/27
2024/2/26,0021048952,10,1500,2.000,2024/2/26
2024/2/26,0021048952,20,1850,2.000,2024/2/26
2024/2/26,0021048952,30,2100,1.000,2024/2/26
2024/2/26,0021048955,10,2300,6.000,2024/2/26
2024/2/26,0021048955,20,2300,2.000,2024/2/26
2024/2/26,0021048957,10,1600,1.000,2024/2/26
2024/2/26,0021048957,20,2300,1.000,2024/2/26
2024/2/26,0021048957,30,2000,1.000,2024/2/26
2024/2/26,0021048959,10,1950,6.000,2024/2/26
2024/2/26,0021048966,10,1350,6.000,2024/2/26
2024/2/26,0021048966,20,2300,5.000,2024/2/26
2024/2/26,0021048971,10,980,170.000,2024/2/27
2024/2/26,0021048971,20,980,15.000,2024/2/27
2024/2/26,0021048977,20,1600,3.000,2024/2/26
2024/2/26,0021048977,40,1500,2.000,2024/2/26
2024/2/26,0021048989,10,2000,1.000,2024/2/26
2024/2/26,0021048990,10,2250,1.000,2024/2/26
2024/2/26,0021048990,20,1661,1.000,2024/2/26
2024/2/26,0021048996,10,1400,3.000,2024/2/27
2024/2/26,0021048996,20,1800,5.000,2024/2/27
2024/2/26,0021048996,30,2200,1.000,2024/2/27
2024/2/26,0021048996,40,2300,1.000,2024/2/27
2024/2/26,0021048996,50,1700,4.000,2024/2/27
2024/2/26,0021048996,60,1900,5.000,2024/2/27
2024/2/26,0021048996,70,2100,4.000,2024/2/27
2024/2/26,0021048997,20,2000,2.000,2024/2/26
2024/2/26,0021048997,30,2050,4.000,2024/2/26
2024/2/26,0021048998,10,1025,35.000,2024/2/26
2024/2/26,0021049006,10,1950,1.000,2024/2/26
2024/2/26,0021049006,20,1600,3.000,2024/2/26
2024/2/26,0021049006,30,1850,2.000,2024/2/26
2024/2/26,0021049006,40,1500,2.000,2024/2/26
2024/2/26,0021049011,10,2300,1.000,2024/2/26
2024/2/26,0021049011,20,1400,2.000,2024/2/26
2024/2/26,0021049011,30,1500,2.000,2024/2/26
2024/2/26,0021049011,40,2200,2.000,2024/2/26
2024/2/26,0021049016,10,1600,4.000,2024/2/26
2024/2/26,0021049016,20,1900,4.000,2024/2/26
2024/2/26,0021049016,30,2100,4.000,2024/2/26
2024/2/26,0021049016,40,2200,4.000,2024/2/26
2024/2/26,0021049016,50,2350,4.000,2024/2/26
2024/2/26,0021049016,60,2400,4.000,2024/2/26
2024/2/26,0021049016,70,2450,4.000,2024/2/26
2024/2/26,0021049016,80,2500,4.000,2024/2/26
